User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAYKJK2ZQKPRXUMTPP,2021-01-23T15:48:10Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,146.112.250.243,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",c5f3a56e-7826-4562-a170-c0259127beb2,b4a9e8f9-5aea-42c5-a3bc-8e56f36dba05,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKPRXUMTPP,2021-01-23T15:48:09Z,iam.amazonaws.com,AddUserToGroup,us-east-1,146.112.250.243,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",676adcce-eeef-4e86-83d4-72a0c7265fb0,1361734a-7bb1-4724-85e1-73fd254c4d4b,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKPRXUMTPP,2021-01-23T15:48:09Z,iam.amazonaws.com,CreateUser,us-east-1,146.112.250.243,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYKJK2ZQKA5HY2CTAC""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::571857357844:user/Accountant""}]",53411ed2-269b-4c38-be90-7bb9fd4e9342,e086d747-3805-4f82-8b17-29dab7631a8f,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKPRXUMTPP,2021-01-23T15:47:12Z,iam.amazonaws.com,AddUserToGroup,us-east-1,146.112.250.243,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",0b382e9e-6b8e-4d37-b57d-5b277b1ac318,90643be7-1461-431b-9a90-e7615bf740e3,FALSE,AwsApiCall,5.71857E+11,Management
root,,2021-01-23T15:38:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.167,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,84bb0e02-bec7-4fac-90d8-b6d831ce4b16,FALSE,AwsConsoleSignIn,5.71857E+11,Management
CloudTrail,,2021-01-23T15:35:40Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,bd6a6df7-c114-4941-905a-467ed888e0b3,FALSE,AwsConsoleSignIn,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKAZJRS5F3,2021-01-22T01:35:43Z,cloudtrail.amazonaws.com,StopLogging,us-east-1,146.112.245.199,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:571857357844:trail/Udacity_Trail""}]",1ba65905-ff8c-4a1f-9065-0b0f24ee672f,3d5ced15-0be6-459d-b663-74203c1199ed,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKL6PYRWJH,2021-01-22T01:12:10Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,146.112.44.245,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:571857357844:trail/Udacity_Trail""}]",40d53983-66f0-4f20-ac84-00b2713babaf,0059dac3-3996-4b89-a4b6-e4ed9ea061f1,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKL6PYRWJH,2021-01-22T01:12:10Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,146.112.44.245,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",50950d8b-7a51-46ad-a1ac-0df01b5152bd,2b5618f8-f58e-431e-9254-026c1869ff8a,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKL6PYRWJH,2021-01-22T01:12:10Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,146.112.44.245,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:571857357844:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""primaryudacitywebsite""}]",8b5af449-da9e-49d2-a29b-81039711998a,8f933b3c-0bad-4099-b476-9c570c90f21a,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKL6PYRWJH,2021-01-22T01:12:10Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,146.112.44.245,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:571857357844:trail/Udacity_Trail""}]",4b805e39-97bd-40cb-9b96-63c2fcfdf341,caaa0987-7214-42fc-89c1-44a6b40cad8d,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKL6PYRWJH,2021-01-22T01:12:09Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,146.112.44.245,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""primaryudacitywebsite""}]",4M7N0N0XCX8Y1K7M,2316cdc8-02b1-471a-8bd9-7a95675ac4df,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,,2021-01-22T01:10:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,55fd3179-49e6-4495-bb34-2258b4d1b80f,FALSE,AwsConsoleSignIn,5.71857E+11,Management
HIDDEN_DUE_TO_SECURITY_REASONS,,2021-01-22T01:10:06Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,e9e17c4d-fadb-4947-bd7b-ab86efff1a0c,FALSE,AwsConsoleSignIn,5.71857E+11,Management
HIDDEN_DUE_TO_SECURITY_REASONS,,2021-01-22T01:09:58Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,71ba216e-ecf0-417a-a5d8-41f364af45cc,FALSE,AwsConsoleSignIn,5.71857E+11,Management
HIDDEN_DUE_TO_SECURITY_REASONS,,2021-01-22T01:09:48Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,007daa72-294a-4c91-abea-83061310a37e,FALSE,AwsConsoleSignIn,5.71857E+11,Management
HIDDEN_DUE_TO_SECURITY_REASONS,,2021-01-22T01:09:41Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,21a01d5c-14d6-46c0-8ff1-deda353d7453,FALSE,AwsConsoleSignIn,5.71857E+11,Management
root,ASIAYKJK2ZQKL4VMWYHV,2021-01-22T01:08:24Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,146.112.245.195,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",1d858450-e999-4ac3-91b1-bf1d2990167a,9b43e30d-f211-47a5-9647-e7d02dd700a1,FALSE,AwsApiCall,5.71857E+11,Management
root,,2021-01-22T01:07:31Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,d326f9e3-53b0-4d36-bffc-bfe27bfb6046,FALSE,AwsConsoleSignIn,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKLTY4P7NM,2021-01-22T01:04:10Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,146.112.245.213,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""primaryudacitywebsite""}]",FE01D0ED731663FD,c818373e-b67e-4998-9ff3-dcab7ac8bd41,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKLTY4P7NM,2021-01-22T01:03:59Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,146.112.245.213,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""primaryudacitywebsite""}]",FBA2144C529FDC9B,28c339a8-5224-4287-8d6e-abab6bd8add7,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,ASIAYKJK2ZQKD4MD6WDD,2021-01-22T00:57:49Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],1aa0b2d6-c522-4bef-bada-e7614f3112ec,6e377a4a-54e3-4fe7-9f4b-8fd0fb1028ce,FALSE,AwsApiCall,5.71857E+11,Management
CloudTrail,,2021-01-22T00:57:29Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.44.213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,83781d48-69c5-4ec3-ae39-dc9b983ebd2a,FALSE,AwsConsoleSignIn,5.71857E+11,Management
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:54:43Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",8a477ed0-4aa6-446c-8bc3-fa378102bbed,d264c1ff-3990-4d50-858b-7fb5d782688c,FALSE,AwsApiCall,5.71857E+11,Management
